excec memoryUsed freeBlocks rounds avgsize
1.0 50096 630 987 80
1.0 50128 631 988 79
2.0 50112 632 989 79
2.0 50184 633 990 79
2.0 50224 634 991 79
2.0 50256 635 992 79
1.0 50392 636 993 79
2.0 50392 637 994 79
2.0 50352 638 995 79
2.0 50432 639 996 79
2.0 50408 640 997 79
1.0 50328 641 998 79
1.0 50320 642 999 78
1.0 50376 643 1000 78
2.0 50376 643 1001 78
2.0 50328 644 1002 78
2.0 50280 645 1003 78
2.0 50240 646 1004 78
1.0 50120 647 1005 77
1.0 50000 648 1006 77
1.0 50048 649 1007 77
2.0 50080 650 1008 77
1.0 50032 651 1009 77
2.0 50064 652 1010 77
1.0 50048 653 1011 77
1.0 50048 653 1012 77
3.0 50032 654 1013 77
2.0 50032 654 1014 77
1.0 49968 654 1015 76
1.0 49968 654 1016 76
1.0 49904 655 1017 76
1.0 49904 655 1018 76
0.0 49976 656 1019 76
1.0 50008 657 1020 76
1.0 50136 658 1021 76
1.0 50136 658 1022 76
1.0 50136 659 1023 76
0.0 50184 660 1024 76
1.0 50104 661 1025 76
1.0 50224 662 1026 76
1.0 50272 663 1027 76
0.0 50184 664 1028 76
1.0 50184 664 1029 76
1.0 50184 664 1030 76
2.0 50224 665 1031 76
1.0 50352 666 1032 76
2.0 50288 666 1033 76
1.0 50368 667 1034 76
2.0 50432 668 1035 75
2.0 50464 669 1036 75
1.0 50544 670 1037 75
2.0 50512 671 1038 75
1.0 50432 672 1039 75
2.0 50432 672 1040 75
2.0 50312 673 1041 75
2.0 50400 674 1042 75
1.0 50384 674 1043 75
2.0 50304 674 1044 75
2.0 50136 673 1045 74
2.0 50112 673 1046 74
2.0 50112 673 1047 74
5.0 50000 673 1048 74
